transition_id,person_id,from_role,to_role,from_industry,to_industry,transition_date,transition_time_months
1166,601,Technology Support,Quality Inspector,Technology,Manufacturing,2017-12-17,3
1167,601,Quality Inspector,Store Manager,Manufacturing,Retail,2018-12-17,5
1168,601,Cashier,Professor,Retail,Education,2019-12-17,3
1169,602,Sales Associate,Nurse,Retail,Healthcare,2016-09-27,14
1170,602,Medical Assistant,Assembly Line Worker,Healthcare,Manufacturing,2017-09-27,21
1171,602,Quality Inspector,Store Manager,Manufacturing,Retail,2018-09-27,15
1172,603,Auditor,Machine Operator,Finance,Manufacturing,2021-05-16,18
1173,604,Librarian,Chef,Education,Hospitality,2018-02-27,12
1174,604,Hotel Manager,Financial Analyst,Hospitality,Finance,2019-02-27,16
1175,605,Auditor,Technology Support,Finance,Technology,2020-01-11,2
1176,606,Pharmacist,Professor,Healthcare,Education,2023-09-13,11
1177,606,Librarian,Pharmacist,Education,Healthcare,2024-09-12,13
1178,607,Hotel Manager,Cashier,Hospitality,Retail,2018-11-10,7
1179,607,Store Manager,Hotel Manager,Retail,Hospitality,2019-11-10,10
1180,607,Chef,Store Manager,Hospitality,Retail,2020-11-09,24
1181,608,Receptionist,Cashier,Hospitality,Retail,2016-12-01,21
1182,609,Pharmacist,Store Manager,Healthcare,Retail,2021-10-01,4
1183,610,Medical Assistant,Software Developer,Healthcare,Technology,2024-01-18,6
1184,610,Data Analyst,Machine Operator,Technology,Manufacturing,2025-01-17,2
1185,611,Auditor,Pharmacist,Finance,Healthcare,2022-03-04,14
1186,611,Nurse,Machine Operator,Healthcare,Manufacturing,2023-03-04,8
1187,611,Assembly Line Worker,Cashier,Manufacturing,Retail,2024-03-03,16
1188,612,Accountant,Receptionist,Finance,Hospitality,2018-07-11,18
1189,612,Hotel Manager,Software Developer,Hospitality,Technology,2019-07-11,6
1190,612,Technology Support,Chef,Technology,Hospitality,2020-07-10,14
1191,613,Receptionist,Medical Assistant,Hospitality,Healthcare,2022-01-26,16
1192,613,Pharmacist,Quality Inspector,Healthcare,Manufacturing,2023-01-26,1
1193,613,Quality Inspector,Receptionist,Manufacturing,Hospitality,2024-01-26,12
1194,614,Auditor,Chef,Finance,Hospitality,2019-06-16,14
1195,614,Hotel Manager,Assembly Line Worker,Hospitality,Manufacturing,2020-06-15,19
1196,615,Machine Operator,Teacher,Manufacturing,Education,2023-02-25,19
1197,615,Professor,Software Developer,Education,Technology,2024-02-25,9
1198,616,Pharmacist,Quality Inspector,Healthcare,Manufacturing,2015-06-19,14
1199,616,Quality Inspector,Store Manager,Manufacturing,Retail,2016-06-18,5
1200,616,Store Manager,Receptionist,Retail,Hospitality,2017-06-18,18
1201,617,Cashier,Machine Operator,Retail,Manufacturing,2019-04-05,9
1202,617,Machine Operator,Hotel Manager,Manufacturing,Hospitality,2020-04-04,21
1203,617,Hotel Manager,Machine Operator,Hospitality,Manufacturing,2021-04-04,7
1204,618,Accountant,Nurse,Finance,Healthcare,2021-08-09,4
1205,619,Professor,Quality Inspector,Education,Manufacturing,2020-04-30,17
1206,620,Machine Operator,Auditor,Manufacturing,Finance,2021-06-01,18
1207,620,Accountant,Quality Inspector,Finance,Manufacturing,2022-06-01,8
1208,621,Nurse,Librarian,Healthcare,Education,2024-03-01,15
1209,622,Auditor,Receptionist,Finance,Hospitality,2024-08-14,2
1210,622,Chef,Technology Support,Hospitality,Technology,2025-08-14,24
1211,622,Software Developer,Pharmacist,Technology,Healthcare,2026-08-14,23
1212,623,Nurse,Receptionist,Healthcare,Hospitality,2021-08-04,8
1213,624,Sales Associate,Chef,Retail,Hospitality,2023-09-08,4
1214,624,Receptionist,Librarian,Hospitality,Education,2024-09-07,2
1215,624,Professor,Chef,Education,Hospitality,2025-09-07,14
1216,625,Software Developer,Cashier,Technology,Retail,2023-03-21,2
1217,626,Machine Operator,Hotel Manager,Manufacturing,Hospitality,2015-05-16,22
1218,626,Chef,Software Developer,Hospitality,Technology,2016-05-15,7
1219,627,Sales Associate,Data Analyst,Retail,Technology,2018-09-06,18
1220,627,Data Analyst,Assembly Line Worker,Technology,Manufacturing,2019-09-06,4
1221,628,Quality Inspector,Cashier,Manufacturing,Retail,2021-06-03,13
1222,628,Cashier,Teacher,Retail,Education,2022-06-03,20
1223,628,Teacher,Chef,Education,Hospitality,2023-06-03,21
1224,629,Auditor,Quality Inspector,Finance,Manufacturing,2024-05-18,2
1225,629,Quality Inspector,Store Manager,Manufacturing,Retail,2025-05-18,8
1226,629,Sales Associate,Chef,Retail,Hospitality,2026-05-18,19
1227,630,Cashier,Financial Analyst,Retail,Finance,2024-07-03,4
1228,631,Pharmacist,Financial Analyst,Healthcare,Finance,2018-12-08,16
1229,631,Accountant,Hotel Manager,Finance,Hospitality,2019-12-08,19
1230,631,Hotel Manager,Data Analyst,Hospitality,Technology,2020-12-07,10
1231,632,Quality Inspector,Hotel Manager,Manufacturing,Hospitality,2015-01-19,16
1232,632,Receptionist,Technology Support,Hospitality,Technology,2016-01-19,10
1233,633,Pharmacist,Sales Associate,Healthcare,Retail,2015-06-25,9
1234,634,Cashier,Receptionist,Retail,Hospitality,2019-09-26,4
1235,634,Chef,Medical Assistant,Hospitality,Healthcare,2020-09-25,19
1236,634,Medical Assistant,Store Manager,Healthcare,Retail,2021-09-25,4
1237,635,Accountant,Receptionist,Finance,Hospitality,2024-03-17,19
1238,635,Hotel Manager,Librarian,Hospitality,Education,2025-03-17,12
1239,635,Librarian,Medical Assistant,Education,Healthcare,2026-03-17,13
1240,636,Quality Inspector,Data Analyst,Manufacturing,Technology,2018-09-28,4
1241,637,Cashier,Professor,Retail,Education,2023-04-11,10
1242,638,Nurse,Financial Analyst,Healthcare,Finance,2018-11-16,7
1243,639,Technology Support,Hotel Manager,Technology,Hospitality,2021-10-31,5
1244,639,Hotel Manager,Cashier,Hospitality,Retail,2022-10-31,17
1245,640,Chef,Sales Associate,Hospitality,Retail,2018-11-11,11
1246,640,Cashier,Librarian,Retail,Education,2019-11-11,15
1247,641,Financial Analyst,Machine Operator,Finance,Manufacturing,2016-05-04,22
1248,642,Store Manager,Financial Analyst,Retail,Finance,2020-11-10,18
1249,642,Financial Analyst,Machine Operator,Finance,Manufacturing,2021-11-10,6
1250,642,Quality Inspector,Pharmacist,Manufacturing,Healthcare,2022-11-10,18
1251,643,Accountant,Professor,Finance,Education,2024-10-23,19
1252,643,Professor,Cashier,Education,Retail,2025-10-23,1
1253,644,Quality Inspector,Store Manager,Manufacturing,Retail,2018-01-30,11
1254,645,Store Manager,Accountant,Retail,Finance,2017-06-19,16
1255,646,Teacher,Accountant,Education,Finance,2016-12-06,1
1256,646,Auditor,Receptionist,Finance,Hospitality,2017-12-06,19
1257,646,Receptionist,Sales Associate,Hospitality,Retail,2018-12-06,14
1258,647,Data Analyst,Teacher,Technology,Education,2017-11-07,2
1259,647,Librarian,Assembly Line Worker,Education,Manufacturing,2018-11-07,24
1260,647,Machine Operator,Cashier,Manufacturing,Retail,2019-11-07,5
1261,648,Nurse,Assembly Line Worker,Healthcare,Manufacturing,2023-03-18,18
1262,649,Cashier,Nurse,Retail,Healthcare,2015-12-25,15
1263,650,Cashier,Receptionist,Retail,Hospitality,2021-07-09,9
1264,650,Chef,Store Manager,Hospitality,Retail,2022-07-09,23
1265,651,Software Developer,Pharmacist,Technology,Healthcare,2020-08-11,13
1266,652,Professor,Accountant,Education,Finance,2018-10-18,24
1267,652,Accountant,Hotel Manager,Finance,Hospitality,2019-10-18,10
1268,652,Receptionist,Financial Analyst,Hospitality,Finance,2020-10-17,20
1269,653,Sales Associate,Hotel Manager,Retail,Hospitality,2019-10-07,21
1270,654,Software Developer,Pharmacist,Technology,Healthcare,2016-02-05,22
1271,654,Nurse,Hotel Manager,Healthcare,Hospitality,2017-02-04,21
1272,655,Chef,Sales Associate,Hospitality,Retail,2015-09-29,12
1273,655,Sales Associate,Hotel Manager,Retail,Hospitality,2016-09-28,11
1274,656,Software Developer,Store Manager,Technology,Retail,2019-06-30,7
1275,656,Store Manager,Data Analyst,Retail,Technology,2020-06-29,17
1276,656,Data Analyst,Hotel Manager,Technology,Hospitality,2021-06-29,18
1277,657,Sales Associate,Technology Support,Retail,Technology,2015-11-06,24
1278,657,Software Developer,Medical Assistant,Technology,Healthcare,2016-11-05,20
1279,657,Pharmacist,Technology Support,Healthcare,Technology,2017-11-05,6
1280,658,Quality Inspector,Librarian,Manufacturing,Education,2021-06-01,12
1281,658,Professor,Accountant,Education,Finance,2022-06-01,16
1282,658,Accountant,Machine Operator,Finance,Manufacturing,2023-06-01,19
1283,659,Accountant,Assembly Line Worker,Finance,Manufacturing,2017-06-20,19
1284,659,Machine Operator,Librarian,Manufacturing,Education,2018-06-20,11
1285,659,Librarian,Quality Inspector,Education,Manufacturing,2019-06-20,16
1286,660,Assembly Line Worker,Financial Analyst,Manufacturing,Finance,2024-11-06,12
1287,660,Accountant,Quality Inspector,Finance,Manufacturing,2025-11-06,8
1288,660,Quality Inspector,Financial Analyst,Manufacturing,Finance,2026-11-06,3
1289,661,Chef,Software Developer,Hospitality,Technology,2016-08-08,6
1290,661,Technology Support,Quality Inspector,Technology,Manufacturing,2017-08-08,16
1291,662,Accountant,Medical Assistant,Finance,Healthcare,2016-05-24,15
1292,663,Financial Analyst,Machine Operator,Finance,Manufacturing,2024-03-29,2
1293,663,Assembly Line Worker,Financial Analyst,Manufacturing,Finance,2025-03-29,20
1294,664,Accountant,Teacher,Finance,Education,2022-09-07,14
1295,664,Teacher,Data Analyst,Education,Technology,2023-09-07,18
1296,665,Quality Inspector,Pharmacist,Manufacturing,Healthcare,2017-11-24,1
1297,665,Nurse,Professor,Healthcare,Education,2018-11-24,20
1298,666,Store Manager,Medical Assistant,Retail,Healthcare,2017-03-08,9
1299,666,Nurse,Hotel Manager,Healthcare,Hospitality,2018-03-08,9
1300,667,Accountant,Teacher,Finance,Education,2023-09-27,23
1301,667,Professor,Nurse,Education,Healthcare,2024-09-26,6
1302,667,Pharmacist,Data Analyst,Healthcare,Technology,2025-09-26,12
1303,668,Teacher,Store Manager,Education,Retail,2017-09-01,12
1304,668,Sales Associate,Accountant,Retail,Finance,2018-09-01,23
1305,668,Financial Analyst,Cashier,Finance,Retail,2019-09-01,1
1306,669,Technology Support,Receptionist,Technology,Hospitality,2019-10-11,20
1307,670,Financial Analyst,Store Manager,Finance,Retail,2023-03-01,6
1308,670,Store Manager,Medical Assistant,Retail,Healthcare,2024-02-29,11
1309,671,Hotel Manager,Sales Associate,Hospitality,Retail,2017-02-09,4
1310,671,Sales Associate,Teacher,Retail,Education,2018-02-09,10
1311,671,Teacher,Accountant,Education,Finance,2019-02-09,19
1312,672,Hotel Manager,Accountant,Hospitality,Finance,2023-10-28,6
1313,673,Teacher,Pharmacist,Education,Healthcare,2018-04-11,8
1314,674,Financial Analyst,Data Analyst,Finance,Technology,2015-05-07,6
1315,675,Professor,Machine Operator,Education,Manufacturing,2016-06-27,19
1316,676,Medical Assistant,Hotel Manager,Healthcare,Hospitality,2024-02-16,1
1317,676,Receptionist,Quality Inspector,Hospitality,Manufacturing,2025-02-15,15
1318,676,Machine Operator,Pharmacist,Manufacturing,Healthcare,2026-02-15,13
1319,677,Librarian,Financial Analyst,Education,Finance,2016-12-10,21
1320,677,Accountant,Quality Inspector,Finance,Manufacturing,2017-12-10,3
1321,677,Quality Inspector,Chef,Manufacturing,Hospitality,2018-12-10,2
1322,678,Receptionist,Teacher,Hospitality,Education,2022-08-05,9
1323,678,Librarian,Receptionist,Education,Hospitality,2023-08-05,16
1324,678,Receptionist,Professor,Hospitality,Education,2024-08-04,24
1325,679,Librarian,Data Analyst,Education,Technology,2024-12-04,19
1326,680,Medical Assistant,Receptionist,Healthcare,Hospitality,2021-10-24,18
1327,680,Hotel Manager,Medical Assistant,Hospitality,Healthcare,2022-10-24,21
1328,680,Nurse,Librarian,Healthcare,Education,2023-10-24,12
1329,681,Chef,Medical Assistant,Hospitality,Healthcare,2015-11-28,12
1330,682,Sales Associate,Hotel Manager,Retail,Hospitality,2023-03-05,20
1331,683,Librarian,Auditor,Education,Finance,2020-09-10,21
1332,684,Financial Analyst,Quality Inspector,Finance,Manufacturing,2022-08-17,7
1333,684,Machine Operator,Professor,Manufacturing,Education,2023-08-17,9
1334,685,Hotel Manager,Machine Operator,Hospitality,Manufacturing,2023-12-12,10
1335,686,Nurse,Auditor,Healthcare,Finance,2023-11-10,7
1336,686,Financial Analyst,Hotel Manager,Finance,Hospitality,2024-11-09,7
1337,687,Cashier,Receptionist,Retail,Hospitality,2019-04-16,24
1338,687,Chef,Accountant,Hospitality,Finance,2020-04-15,24
1339,688,Software Developer,Receptionist,Technology,Hospitality,2024-10-22,8
1340,688,Chef,Nurse,Hospitality,Healthcare,2025-10-22,22
1341,688,Medical Assistant,Quality Inspector,Healthcare,Manufacturing,2026-10-22,9
1342,689,Accountant,Teacher,Finance,Education,2023-02-12,22
1343,689,Teacher,Pharmacist,Education,Healthcare,2024-02-12,21
1344,689,Pharmacist,Receptionist,Healthcare,Hospitality,2025-02-11,16
1345,690,Accountant,Librarian,Finance,Education,2019-11-06,24
1346,690,Teacher,Pharmacist,Education,Healthcare,2020-11-05,4
1347,690,Medical Assistant,Professor,Healthcare,Education,2021-11-05,20
1348,691,Accountant,Sales Associate,Finance,Retail,2024-11-23,16
1349,692,Store Manager,Accountant,Retail,Finance,2022-08-20,11
1350,692,Financial Analyst,Medical Assistant,Finance,Healthcare,2023-08-20,5
1351,693,Sales Associate,Librarian,Retail,Education,2015-12-20,13
1352,693,Teacher,Hotel Manager,Education,Hospitality,2016-12-19,15
1353,693,Hotel Manager,Medical Assistant,Hospitality,Healthcare,2017-12-19,6
1354,694,Technology Support,Pharmacist,Technology,Healthcare,2020-05-15,11
1355,694,Nurse,Auditor,Healthcare,Finance,2021-05-15,20
1356,694,Financial Analyst,Assembly Line Worker,Finance,Manufacturing,2022-05-15,2
1357,695,Cashier,Accountant,Retail,Finance,2017-09-28,2
1358,695,Auditor,Nurse,Finance,Healthcare,2018-09-28,12
1359,696,Receptionist,Cashier,Hospitality,Retail,2017-04-17,2
1360,696,Sales Associate,Software Developer,Retail,Technology,2018-04-17,17
1361,696,Data Analyst,Sales Associate,Technology,Retail,2019-04-17,14
1362,697,Accountant,Nurse,Finance,Healthcare,2016-10-23,10
1363,698,Store Manager,Quality Inspector,Retail,Manufacturing,2023-05-05,13
1364,699,Chef,Medical Assistant,Hospitality,Healthcare,2017-02-10,24
1365,700,Sales Associate,Teacher,Retail,Education,2016-11-16,16
1366,701,Sales Associate,Assembly Line Worker,Retail,Manufacturing,2019-10-01,11
1367,701,Assembly Line Worker,Nurse,Manufacturing,Healthcare,2020-09-30,7
1368,701,Medical Assistant,Hotel Manager,Healthcare,Hospitality,2021-09-30,17
1369,702,Nurse,Data Analyst,Healthcare,Technology,2024-04-17,13
1370,702,Technology Support,Financial Analyst,Technology,Finance,2025-04-17,4
1371,703,Medical Assistant,Accountant,Healthcare,Finance,2021-12-17,10
1372,703,Financial Analyst,Professor,Finance,Education,2022-12-17,10
1373,704,Technology Support,Assembly Line Worker,Technology,Manufacturing,2020-09-17,12
1374,704,Machine Operator,Teacher,Manufacturing,Education,2021-09-17,2
1375,705,Software Developer,Machine Operator,Technology,Manufacturing,2022-02-07,23
1376,705,Machine Operator,Sales Associate,Manufacturing,Retail,2023-02-07,9
1377,706,Hotel Manager,Software Developer,Hospitality,Technology,2021-01-20,5
1378,707,Auditor,Nurse,Finance,Healthcare,2023-10-17,14
1379,708,Professor,Pharmacist,Education,Healthcare,2016-08-12,7
1380,708,Nurse,Chef,Healthcare,Hospitality,2017-08-12,9
1381,708,Hotel Manager,Data Analyst,Hospitality,Technology,2018-08-12,3
1382,709,Cashier,Teacher,Retail,Education,2024-05-28,17
1383,709,Professor,Sales Associate,Education,Retail,2025-05-28,18
1384,710,Sales Associate,Machine Operator,Retail,Manufacturing,2024-02-04,14
1385,710,Quality Inspector,Data Analyst,Manufacturing,Technology,2025-02-03,13
1386,711,Medical Assistant,Chef,Healthcare,Hospitality,2016-09-25,9
1387,711,Chef,Software Developer,Hospitality,Technology,2017-09-25,19
1388,712,Professor,Machine Operator,Education,Manufacturing,2015-02-28,2
1389,712,Quality Inspector,Nurse,Manufacturing,Healthcare,2016-02-28,11
1390,713,Auditor,Data Analyst,Finance,Technology,2022-05-12,2
1391,714,Auditor,Pharmacist,Finance,Healthcare,2016-04-23,7
1392,714,Nurse,Technology Support,Healthcare,Technology,2017-04-23,18
1393,714,Software Developer,Auditor,Technology,Finance,2018-04-23,13
1394,715,Librarian,Store Manager,Education,Retail,2023-05-19,18
1395,716,Financial Analyst,Receptionist,Finance,Hospitality,2018-08-05,24
1396,716,Chef,Store Manager,Hospitality,Retail,2019-08-05,24
1397,716,Cashier,Technology Support,Retail,Technology,2020-08-04,16
1398,717,Store Manager,Hotel Manager,Retail,Hospitality,2020-05-01,8
1399,717,Receptionist,Accountant,Hospitality,Finance,2021-05-01,15
1400,717,Financial Analyst,Professor,Finance,Education,2022-05-01,1
1401,718,Data Analyst,Pharmacist,Technology,Healthcare,2021-11-30,15
1402,719,Hotel Manager,Cashier,Hospitality,Retail,2019-02-20,14
1403,719,Cashier,Nurse,Retail,Healthcare,2020-02-20,10
1404,720,Store Manager,Chef,Retail,Hospitality,2016-08-11,6
1405,720,Receptionist,Professor,Hospitality,Education,2017-08-11,17
1406,721,Medical Assistant,Hotel Manager,Healthcare,Hospitality,2021-12-09,5
1407,722,Assembly Line Worker,Software Developer,Manufacturing,Technology,2018-05-28,15
1408,722,Technology Support,Financial Analyst,Technology,Finance,2019-05-28,20
1409,722,Financial Analyst,Technology Support,Finance,Technology,2020-05-27,11
1410,723,Auditor,Librarian,Finance,Education,2016-08-07,1
1411,724,Software Developer,Pharmacist,Technology,Healthcare,2017-11-10,11
1412,724,Pharmacist,Auditor,Healthcare,Finance,2018-11-10,6
1413,724,Auditor,Quality Inspector,Finance,Manufacturing,2019-11-10,23
1414,725,Librarian,Receptionist,Education,Hospitality,2022-11-04,2
1415,725,Hotel Manager,Assembly Line Worker,Hospitality,Manufacturing,2023-11-04,15
1416,725,Quality Inspector,Sales Associate,Manufacturing,Retail,2024-11-03,23
1417,726,Technology Support,Hotel Manager,Technology,Hospitality,2021-03-27,9
1418,726,Receptionist,Sales Associate,Hospitality,Retail,2022-03-27,15
1419,727,Quality Inspector,Professor,Manufacturing,Education,2020-12-29,16
1420,727,Professor,Sales Associate,Education,Retail,2021-12-29,14
1421,728,Pharmacist,Chef,Healthcare,Hospitality,2022-08-19,20
1422,728,Hotel Manager,Medical Assistant,Hospitality,Healthcare,2023-08-19,13
1423,728,Nurse,Software Developer,Healthcare,Technology,2024-08-18,9
1424,729,Technology Support,Nurse,Technology,Healthcare,2018-01-11,6
1425,730,Financial Analyst,Quality Inspector,Finance,Manufacturing,2022-01-19,20
1426,730,Machine Operator,Cashier,Manufacturing,Retail,2023-01-19,18
1427,730,Sales Associate,Auditor,Retail,Finance,2024-01-19,18
1428,731,Assembly Line Worker,Librarian,Manufacturing,Education,2016-10-04,17
1429,731,Teacher,Receptionist,Education,Hospitality,2017-10-04,21
1430,732,Medical Assistant,Sales Associate,Healthcare,Retail,2022-02-13,22
1431,733,Receptionist,Financial Analyst,Hospitality,Finance,2020-03-10,14
1432,734,Data Analyst,Nurse,Technology,Healthcare,2021-12-25,5
1433,734,Pharmacist,Cashier,Healthcare,Retail,2022-12-25,16
1434,734,Sales Associate,Financial Analyst,Retail,Finance,2023-12-25,14
1435,735,Technology Support,Librarian,Technology,Education,2018-09-16,14
